instruction	option_a	option_b	option_c	option_d	answer	id
Supongamos que el diámetro de la pupila de tu ojo es de 5 mm y tienes un telescopio con una apertura de 50 cm. ¿Cuánta más luz puede recolectar el telescopio en comparación a tu ojo?	10000 veces más	100 veces más	1000 veces más	10 veces más	A	astronomy/dev/2
Las estructuras homólogas a menudo se citan como prueba del proceso de selección natural. Todos los siguientes son ejemplos de estructuras homólogas EXCEPTO	las alas de un pájaro y las alas de un murciélago	las aletas de una ballena y los brazos de un hombre	las aletas pectorales de un marsopa y las aletas de un foca	las patas delanteras de un insecto y las extremidades delanteras de un perro	D	high_school_biology/dev/4
¿Cuál de las siguientes parejas de declaraciones son ambas verdaderas (a partir de 2019)?	Las personas tienden a ser optimistas sobre su propio futuro y el futuro de su nación o del mundo.	Las personas tienden a ser optimistas sobre su propio futuro, pero pesimistas sobre el futuro de su nación o del mundo.	Las personas tienden a ser pesimistas sobre su propio futuro, pero optimistas sobre el futuro de su nación o del mundo.	Las personas tienden a ser pesimistas sobre su propio futuro y el futuro de su nación o del mundo.	B	global_facts/dev/0
Un tanque contiene inicialmente una solución salina de 3 gramos de sal disueltos en 100 litros de agua. Una solución salina que contiene 0.02 gramos de sal por litro de agua se rocía en el tanque a un ritmo de 4 litros por minuto. La solución rociada se mezcla continuamente con la solución salina en el tanque, y la mezcla fluye fuera del tanque a un ritmo de 4 litros por minuto. Si la mezcla es instantánea, ¿cuántos gramos de sal hay en el tanque después de transcurrir 100 minutos?	2	2 - e^-2	2 + e^-2	2 + e^-4	D	college_mathematics/dev/1
Uno de tus clientes de terapia te pide consejo sobre un buen programa de reducción de peso. Has investigado los programas de la comunidad y estás inscrito en el que consideras el mejor. Este programa ofrece un bono de $50 a sus patrocinadores por cada persona nueva que traigan al programa. En estas circunstancias, tu respuesta más apropiada sería	decirle a tu cliente los pros y los contras de cada programa que conoces excepto en el que estás inscrito	recomendarle a tu cliente el programa al que estás inscrito y explicarle el bono de $50 que recibirás	recomendarle a tu cliente el programa al que estás inscrito y ofrecerle que el bono de $50 se acredite en la cuenta de tu cliente en el programa	decirle a tu cliente los pros y los contras de cada programa que conoces, pero no reclamar el bono de $50 si tu cliente se inscribe en tu programa	D	professional_psychology/dev/0
¿Cuál de las siguientes afirmaciones es verdadera acerca de un precio mínimo?	El precio mínimo desplaza la curva de demanda hacia la izquierda.	Un precio mínimo efectivo crea una escasez del bien.	El precio mínimo desplaza la curva de oferta del bien hacia la derecha.	Para ser un precio mínimo efectivo, debe establecerse por encima del precio de equilibrio.	D	high_school_microeconomics/dev/3
" ¿Cuál de las siguientes fórmulas del cálculo proposicional es el mejor símbolo de la siguiente oración?
Las tortugas viven vidas largas y son criaturas felices, a menos que estén heridas."	(L • H) ≡ I	(L • H) ∨ I	L • (H ∨ I)	L • (H ⊃ R)	B	formal_logic/dev/4
El estudio de la realidad en el sentido más amplio, una investigación sobre la naturaleza elemental del universo y las cosas en él, se conoce como _____.	metafísica	epistemología	física cuántica	axiología	A	philosophy/dev/4
"La escuela de jurisprudencia de ________ postula que la ley se basa en lo que es ""correcto""."	Ley Natural	Analítica	Histórica	Sociológica	A	jurisprudence/dev/3
¿Qué porcentaje de rusos considera que es muy importante tener medios de comunicación libres en nuestro país sin censura del gobierno/estado, según una encuesta de 2019?	38%	53%	68%	83%	A	global_facts/dev/3
En una organización, el grupo de personas encargadas de tomar decisiones de compra se conoce como la _______________.	Unidad de externalización.	Centro de aprovisionamiento.	Unidad ejecutiva principal.	Unidad de toma de decisiones.	D	marketing/dev/1
¿Cuáles serían las consecuencias para el estimador OLS si se presenta heterocedasticidad en un modelo de regresión pero se ignora?	Esto estaría sesgado	Será inconsistente	Será ineficiente	Todas las anteriores (a), (b) y (c) serán verdaderas.	C	econometrics/dev/3
¿Cuál es el signo del pacto para los hombres judíos?	El arco iris	La circuncisión	Un hijo	Bar mitzvah	B	world_religions/dev/0
Si alguien ataca el carácter de un oponente en lugar de responder a sus argumentos, ¿qué falacia ha cometido probablemente?	tu quoque	risa burlona	argumento ad hominem	ignoratio elenchi	C	logical_fallacies/dev/0
"Construya una tabla de verdad completa para las siguientes parejas de proposiciones. Luego, utilizando las tablas de verdad, determine si las declaraciones son lógicamente equivalentes o contradictorias. Si no lo son, determine si son consistentes o inconsistentes. Justifique sus respuestas.
E ⊃ (F · E) y ~E · F"	Lógicamente equivalentes	Contradictorias	Ni lógicamente equivalentes ni contradictorias, pero consistentes	Inconsistentes	C	formal_logic/dev/3
¿Cuál de los siguientes no se sabe que está involucrado en el control de la división celular?	Ciclinas	Quinasas de proteínas	Puestos de control	Células de fibroblastos	D	high_school_biology/dev/3
"Sea A una matriz real 2x2. ¿Cuál de las siguientes afirmaciones debe ser verdadera?
I. Todas las entradas de A^2 son no negativas.
II. El determinante de A^2 es no negativo.
III. Si A tiene dos valores propios distintos, entonces A^2 tiene dos valores propios distintos."	Solo I	Solo II	Solo III	Solo II y III	B	college_mathematics/dev/2
"Esta pregunta se refiere a la siguiente información. 
""En el nuevo Código de Leyes que supongo será necesario que hagas, deseo que recuerdes a las damas –y que seas más generoso y favorable hacia ellas de lo que tus antepasados fueron. No pongas en manos de los esposos un poder ilimitado. Recuerda que todos los hombres serían tiranos si pudieran. Si no se presta especial atención y cuidado a las damas, estamos decididas a incitar una rebelión y no nos consideraremos obligadas por ninguna ley en la que no tenemos voz o representación.""
Abigail Adams, en una carta a John Adams, 1776
""La legislación especial para las mujeres nos ha situado en una posición muy anómala. Las mujeres, investidas con los derechos de los ciudadanos en una sección –votantes, jurados, funcionarios–, cruzando una línea imaginaria, son súbditas en la siguiente. En algunos Estados, una mujer casada puede poseer bienes y realizar transacciones comerciales en su propio nombre; en otros, sus ganancias pertenecen a su esposo. En algunos Estados, una mujer puede testificar contra su esposo, demandar y ser demandada en los tribunales, en otros, no tiene recurso en caso de daños a la persona, propiedad o carácter. En caso de divorcio por culpa de adulterio del esposo, se considera a la esposa inocente sin derecho a los hijos o a la propiedad, a menos que así lo decida el juez. Pero en ningún estado de la Unión, la esposa tiene derecho a su propia persona o a cualquier parte de las ganancias conjuntas de la coparticipación durante la vida de su marido. En algunos estados, las mujeres pueden ingresar a las escuelas de derecho y ejercer en los tribunales; en otros, están prohibidas. En algunas universidades las chicas disfrutan de iguales ventajas educativas que los chicos, mientras muchas de las instituciones más orgullosas del país les niegan la entrada, aunque se dan la bienvenida allí a los hijos de China, Japón y África. Pero los privilegios ya concedidos en los distintos estados están lejos de estar seguros.""
Susan B. Anthony, ""Declaración de Derechos para las Mujeres"", 4 de julio de 1876
Los sentimientos expresados en el segundo extracto por Susan B. Anthony probablemente apoyan"	la Enmienda de Igualdad de Derechos	el sufragio universal	los derechos de los estados	la prohibición	B	high_school_us_history/dev/2
Estás empujando un camión por un camino. ¿Sería más fácil acelerar este camión en Marte? ¿Por qué? (Suponga que no hay fricción)	Sería más difícil ya que el camión es más pesado en Marte.	Sería más fácil ya que el camión es más ligero en Marte.	Sería más difícil ya que el camión es más ligero en Marte.	Sería igual sin importar dónde estés.	D	astronomy/dev/0
¿Qué posición afirma Rawls que es la menos probable de ser adoptada por el POP (personas en la posición original)?	El POP elegiría la igualdad por encima de la libertad.	El POP optaría por la estrategia 'maximín'.	El POP optaría por el 'principio de diferencia'.	El POP rechazaría el 'sistema de libertad natural'.	A	jurisprudence/dev/0
Para un proceso autorregresivo estacionario, los choques eventualmente se	Desvanecerán eventualmente	Persistirán indefinidamente	Crecerán exponencialmente	Nunca ocurrirán	A	econometrics/dev/0
Un déficit federal ocurre cuando	las exportaciones superan las importaciones.	las importaciones superan las exportaciones.	las recolecciones de impuestos federales superan el gasto.	el gasto federal supera los ingresos fiscales federales.	D	high_school_macroeconomics/dev/2
¿Cómo se pueden describir las estructuras organizativas que se caracterizan por estilos de gestión democráticos e inclusivos?	Jerárquica	Burocrática	Plana	Funcional	C	management/dev/4
"Esta pregunta se refiere a la siguiente información.
El siguiente extracto es de un panfleto.
Usted me hará justicia al recordar que siempre he apoyado enérgicamente el derecho de todo hombre a su propia opinión, sin importar cuán diferente pueda ser esa opinión a la mía. Aquél que le niega a otro este derecho, se convierte en esclavo de su opinión actual, porque se cierra el derecho de cambiarla.
La arma más formidable contra errores de todo tipo es la Razón. Nunca he usado otra, y confío en que nunca lo haré.
La circunstancia que ha tenido ahora lugar en Francia de la abolición total de todo el orden nacional de sacerdocio y de todo lo que pertenece a sistemas compulsivos de religión y artículos compulsivos de fe, no sólo ha precipitado mi intención, sino que ha hecho muy necesario un trabajo de este tipo, para que no perdamos de vista la moralidad, la humanidad y la teología verdadera en el desastre general de la superstición, los falsos sistemas de gobierno y la falsa teología.
Creo en un solo Dios, y no más; y espero la felicidad más allá de esta vida.
Creo en la igualdad del hombre; y creo que los deberes religiosos consisten en hacer justicia, amar la misericordia y tratar de hacer felices a nuestros semejantes.
No creo en el credo profesado por la iglesia judía, por la iglesia romana, por la iglesia griega, por la iglesia turca, por la iglesia protestante, ni por ninguna iglesia que conozca. Mi propia mente es mi propia iglesia.
Todas las instituciones nacionales de iglesias, ya sean judías, cristianas o turcas, me parecen no más que invenciones humanas, establecidas para aterrorizar y esclavizar a la humanidad, y monopolizar el poder y el beneficio.
No pretendiendo con esta declaración condenar a aquellos que creen lo contrario; ellos tienen el mismo derecho a su creencia que yo al mío.
— Thomas Paine, La Era de la Razón, 1794-1795
¿Cuál de los siguientes filósofos de la Ilustración diseñó un sistema de controles y equilibrios para el gobierno para evitar abusos de poder?"	Jean Jacques Rousseau	Barón Montesquieu	Mary Wollstonecraft	Adam Smith	B	high_school_european_history/dev/0
En una prueba genética de un recién nacido, se encuentra un trastorno genético raro que tiene una transmisión recesiva ligada al cromosoma X. ¿Cuál de las siguientes afirmaciones es probablemente verdadera con respecto al pedigrí de este trastorno?	Todos los descendientes del lado materno tendrán el trastorno.	Las mujeres estarán aproximadamente dos veces más afectadas que los hombres en esta familia.	Todas las hijas de un varón afectado estarán afectadas.	Habrá una distribución igual de varones y mujeres afectados.	C	college_medicine/dev/2
¿Cuántos intentos debes hacer para canular a un paciente antes de pasar la tarea a un colega senior, según el conocimiento médico de 2020?	4	3	2	1	C	clinical_knowledge/dev/3
¿En cuál de estos dos escenarios el personaje principal (quien usa yo/mí/mis) hace algo claramente moralmente incorrecto, según los estándares morales ordinarios en EE. UU. en 2020? Escenario 1 | Realmente amaba a mi recién nacido bebé varón. Escenario 2 | La nueva niña está avergonzada de vivir en un parque de casas rodantes, así que invito a la clase a su casa.	Incorrecto, incorrecto	Incorrecto, no incorrecto	No incorrecto, incorrecto	No incorrecto, no incorrecto	C	moral_scenarios/dev/0
¿Qué distingue a la diplomacia coercitiva de la fuerza militar?	Compellence es otro término para la diplomacia coercitiva, pero abarca un conjunto más limitado de criterios; compellence incluye las amenazas dirigidas a iniciar una acción adversaria. Una amenaza para coaccionar a un estado a renunciar a una parte de su territorio contaría como diplomacia coercitiva, siempre y cuando esa amenaza inicie de forma proactiva una acción antes de que se tome una diplomacia reactiva.	La diplomacia coercitiva implica las amenazas de fuerza limitada para inducir los incentivos del adversario para que cumpla con las demandas del coercer. Es una estrategia de influencia destinada a obtener el cumplimiento: el uso de la fuerza para derrotar primero a un oponente no cuenta. Deja un elemento de elección al objetivo para cumplir o continuar.	La fuerza militar o la amenaza de fuerza militar utiliza el miedo para lograr objetivos estratégicos. La diplomacia coercitiva se diferencia de este enfoque porque no utiliza el miedo como herramienta para coaccionar a un adversario.	Se recurre a la diplomacia coercitiva para utilizar la fuerza pero limitar sus efectos en la comunidad internacional. La diplomacia coercitiva es una estrategia agresiva destinada a obtener el cumplimiento a través del fracaso. No deja un elemento de elección al objetivo, éste se ve obligado a cumplir o entrar en conflicto. Busca controlar imponiendo el cumplimiento al quitar cualquier oportunidad de negociación o concesión.	B	security_studies/dev/0
La falacia de pregunta compleja consiste en	argumentar que algo es inferior solo porque no hace algo para lo que nunca fue diseñado.	incluir más de una afirmación en la proposición y tratar la prueba de una de las afirmaciones como prueba para todas las afirmaciones.	llegar a una conclusión antes examinar la evidencia y solo considerar la evidencia que apoya esa conclusión.	hacer una pregunta que incluye una suposición no probada o más de una pregunta, lo que hace que una respuesta sencilla de sí o no carezca de sentido.	D	logical_fallacies/dev/1
¿Cómo podemos describir mejor la relación entre el enfoque centrado en el estado y el concepto de seguridad humana?	Hay tantas divisiones dentro del marco de seguridad humana respecto a la naturaleza de las amenazas y los objetos de referencia que no se pueden hacer comparaciones ampliamente aplicables entre los enfoques centrados en el estado y la seguridad humana.	Al adoptar el marco de seguridad humana, se hacen evidentes las limitaciones del enfoque realista centrado en el Estado. Mientras que la seguridad humana define el objeto de referencia como la persona o la población, los enfoques centrados en el Estado priorizan la seguridad del Estado, despriorizando la búsqueda de seguridad humana.	El enfoque centrado en el estado para la seguridad es una facción de seguridad humana, generalmente definida dentro de la amplia escuela de seguridad humana. Al ser centrado en el estado, este enfoque prioriza al individuo como objeto de referencia en los estudios de seguridad.	Tanto los enfoques centrados en el estado como en los seres humanos son mutuamente excluyentes y ofrecen un marco analítico suficiente para comprender el sistema de seguridad internacional. Por lo tanto, es el papel de los analistas de seguridad determinar cuál de estos conceptos sustanciales es correcto y cuál debe ser descartado.	B	security_studies/dev/3
Un total de 30 jugadores jugarán baloncesto en un parque. Habrá exactamente 5 jugadores en cada equipo. ¿Qué afirmación explica correctamente cómo encontrar el número de equipos necesarios?	Agrega 5 a 30 para encontrar 35 equipos.	Divide 30 entre 5 para encontrar 6 equipos.	Multiplica 30 y 5 para encontrar 150 equipos.	Resta 5 de 30 para encontrar 25 equipos.	B	elementary_mathematics/dev/2
¿Cuál de las siguientes opciones es un ejemplo del uso de un dispositivo en Internet de las Cosas (IoT)?	Un coche alerta al conductor de que está a punto de chocar con un objeto.	Un senderista utiliza un reloj GPS para llevar un registro de su posición.	Un refrigerador ordena leche de un servicio de entrega en línea cuando la leche en el refrigerador está casi agotada.	Un corredor utiliza un reloj con sensores ópticos para monitorear su frecuencia cardíaca.	C	high_school_computer_science/dev/0
"Esta pregunta se refiere a la siguiente información.
Contiene todas las obras y deseos, todos los perfumes y todos los sabores. Envolviendo todo el universo, en silencio es amoroso con todos. Este es el espíritu que está en mi corazón, este es Brahman. A él vendré cuando vaya más allá de esta vida, y a él vendrá quien tenga fe y no tenga dudas.
—Los Upanishads, India, c. 1000 a.C.
¿A qué religión pertenece el hablante con mayor probabilidad?"	Hinduismo	Budismo	Shintoísmo	Zoroastrismo	A	high_school_world_history/dev/0
Tradicionalmente, cuando tenemos un atributo de entrada de valor real durante el aprendizaje del árbol de decisiones, consideramos una división binaria según si el atributo está por encima o por debajo de algún umbral. Pat sugiere que en su lugar deberíamos tener una división de múltiples vías con una rama para cada uno de los valores distintos del atributo. De la lista a continuación, elige el problema más grande con la sugerencia de Pat:	Es demasiado costoso computacionalmente.	Probablemente resultaría en un árbol de decisiones que puntúa mal en el conjunto de entrenamiento y de pruebas.	Probablemente resultaría en un árbol de decisiones que puntúa bien en el conjunto de entrenamiento pero mal en el de pruebas.	Probablemente resultaría en un árbol de decisiones que puntúa bien en el conjunto de pruebas pero mal en el de entrenamiento.	C	machine_learning/dev/4
